Date,GOOG,SPY,IC
2020-04-30,67.356354,272.640167,0.911075263654961
2020-05-01,65.955444,265.422516,0.9061414504583216
2020-05-04,66.264587,266.154602,0.8996768254472964
2020-05-05,67.478706,268.613708,0.8975391590488611
2020-05-06,67.288429,266.792877,0.8911989983329187
2020-05-07,68.549995,270.012085,0.8784655282358641
2020-05-08,69.3396,274.479767,0.8681924805815543
2020-05-11,70.083252,274.536133,0.8637050878536956
2020-05-12,68.708817,269.064209,0.853363663791833
2020-05-13,67.389816,264.305542,0.8321913972719778
2020-05-14,67.729431,267.468567,0.8095375704063669
2020-05-15,68.581459,268.69809,0.7968761152078274
2020-05-18,69.118347,276.882538,0.8005346810266513
2020-05-19,68.596191,274.038666,0.8015043741698313
2020-05-20,70.25605,278.69397,0.7969491146404679
2020-05-21,70.060272,276.769958,0.8111448465323621
2020-05-22,70.440842,277.295593,0.8284391056913482
2020-05-26,70.770462,280.712006,0.8534667340735573
2020-05-27,70.811417,284.888702,0.8625562475022587
2020-05-28,70.755981,284.363129,0.8640776495982255
2020-05-29,71.364792,285.630249,0.8681198213974912
2020-06-01,71.509628,286.784637,0.8696205972043435
2020-06-02,71.879204,289.159302,0.8724586462127548
2020-06-03,71.737366,293.007477,0.8765423649625812
2020-06-04,70.52874,292.237823,0.8559252705977928
2020-06-05,71.837753,299.727722,0.8227827874573355
2020-06-08,72.248283,303.350739,0.7911900862309321
2020-06-09,72.725243,301.088623,0.7700786374648305
2020-06-10,73.209198,299.40863,0.7572863760849167
2020-06-11,70.112213,282.148041,0.7373770351190472
2020-06-12,70.578682,285.526886,0.6974827043616274
2020-06-15,70.911804,288.192505,0.6555606056087554
2020-06-16,72.054008,293.739532,0.6287523256394335
2020-06-17,72.473526,292.51944,0.6241113097615897
2020-06-18,71.716385,292.63205,0.6117482168790139
2020-06-19,71.504631,290.959717,0.6018572850554972
2020-06-22,72.51049,292.826202,0.6089771219835162
2020-06-23,73.137268,294.174286,0.6143787607949184
2020-06-24,71.51712,286.670258,0.6318497289276214
2020-06-25,71.984581,289.743561,0.630706922790112
2020-06-26,67.917717,282.861755,0.639564014417182
2020-06-29,69.66922,287.019104,0.6040046217016379
2020-06-30,70.600159,290.695709,0.6027344851671161
2020-07-01,71.820274,292.731934,0.6083998320818502
2020-07-02,73.151756,294.344025,0.6270627744821501
2020-07-06,74.699997,298.887878,0.6433129176731569
2020-07-07,74.174599,295.805298,0.6792154669853964
2020-07-08,74.714981,298.06778,0.7222014059510209
2020-07-09,75.463623,296.37088,0.7289144105532847
2020-07-10,76.999374,299.396942,0.7369607861077809
2020-07-13,75.48111,296.804474,0.7531534807263806
2020-07-14,75.942581,300.650787,0.7594197305686957
2020-07-15,75.595978,303.412964,0.7657900120486286
2020-07-16,75.813728,302.413605,0.7650694286768803
2020-07-17,75.69136,303.290405,0.7618915669640421
2020-07-20,78.197021,305.741425,0.7607771025411167
2020-07-21,77.832428,306.391968,0.7791841936890459
2020-07-22,78.335358,308.135956,0.7943982916969813
2020-07-23,75.697853,304.459381,0.813800735269795
2020-07-24,75.507576,302.498505,0.8254899327740275
2020-07-27,76.423035,304.704498,0.8436159425304136
2020-07-28,74.931732,302.771851,0.8778545487381956
2020-07-29,76.014496,306.495605,0.9041879904620274
2020-07-30,76.485466,305.402069,0.9243495480651048
2020-07-31,74.063721,307.815399,0.9522990949787146
2020-08-03,73.638702,309.955414,0.957658177237963
2020-08-04,73.165237,311.152649,0.9537721521088331
2020-08-05,73.596748,313.085175,0.947672502952413
2020-08-06,74.919739,315.178009,0.9427971082161544
2020-08-07,74.639565,315.404297,0.9290292379683056
2020-08-10,74.719971,316.346985,0.9220431749636584
2020-08-11,73.93187,313.735657,0.8955234804841731
2020-08-12,75.245377,318.109894,0.866651850629369
2020-08-13,75.836205,317.53479,0.840741755403293
2020-08-14,75.300812,317.544189,0.8219110270883752
2020-08-17,75.812729,318.552948,0.8137082697943749
2020-08-18,77.841423,319.241119,0.8100793951055179
2020-08-19,77.288551,317.911926,0.8084451218569452
2020-08-20,78.997604,318.901703,0.8114509702229181
2020-08-21,78.931183,320.03302,0.819504437158944
2020-08-24,79.31974,323.275909,0.8262849558540465
2020-08-25,80.319603,324.407135,0.8275320942801102
2020-08-26,82.525093,327.659546,0.8301954421596635
2020-08-27,81.623619,328.376038,0.8308804161441847
2020-08-28,82.127037,330.497131,0.82116055512187
2020-08-31,81.616127,329.299835,0.7999008997153505
2020-09-01,82.941116,332.401367,0.7762223569018706
2020-09-02,86.315781,337.20929,0.7296187463476448
2020-09-03,81.998695,325.604523,0.5799124463207418
2020-09-04,79.461578,322.946014,0.5035846251995513
2020-09-08,76.53241,314.122131,0.4660530579978126
2020-09-09,77.759514,320.325226,0.4731791847114345
2020-09-10,76.513931,314.763214,0.5252889010585677
2020-09-11,75.949577,314.923553,0.5664846218385972
2020-09-14,75.877655,319.07135,0.6138598182041806
2020-09-15,76.98439,320.683533,0.6460227379616139
2020-09-16,75.958557,319.410858,0.6784519817655305
2020-09-17,74.691498,316.601501,0.6978303164667736
2020-09-18,72.916519,312.956512,0.7213574919522188
2020-09-21,71.476662,309.473511,0.7400247517195494
2020-09-22,73.189713,312.625305,0.7469537165815567
2020-09-23,70.680069,305.375214,0.7506288259274974
2020-09-24,71.333321,306.189209,0.7455563416105984
2020-09-25,72.165878,311.139313,0.7363895841967653
2020-09-28,73.142761,316.307159,0.7294422291467552
2020-09-29,73.382996,314.584595,0.733211868907451
2020-09-30,73.396484,316.969727,0.7331777956577352
2020-10-01,74.419815,319.004639,0.7375608755409137
2020-10-02,72.838112,315.975922,0.7384848446048672
2020-10-05,74.216545,321.579102,0.7381635386382839
2020-10-06,72.589394,317.007568,0.7511330697621997
2020-10-07,72.931511,322.525574,0.7529866705607818
2020-10-08,74.212051,325.384033,0.7702046521617015
2020-10-09,75.674889,328.289764,0.7909844714506087
2020-10-12,78.368317,333.571106,0.8149711835483383
2020-10-13,78.494675,331.394196,0.8371617996755799
2020-10-14,78.31488,329.311951,0.852081354881282
2020-10-15,77.867889,328.904938,0.864434639126133
2020-10-16,78.561096,328.706238,0.8774234431272299
2020-10-19,76.64328,323.70871,0.8849986349366027
2020-10-20,77.708076,325.005402,0.8906735967840554
2020-10-21,79.574944,324.390198,0.889444583410103
2020-10-22,80.674698,326.169495,0.875960670819649
2020-10-23,81.956741,327.276947,0.8670919190566289
2020-10-26,79.432106,321.228912,0.8517314806640355
2020-10-27,80.121826,320.12149,0.8348398802334034
2020-10-28,75.744804,309.180084,0.8118881128096718
2020-10-29,78.272926,312.322449,0.7722810095589023
2020-10-30,80.958374,309.066528,0.7112853152328291
2020-11-02,81.209084,312.53067,0.5900293186610264
2020-11-03,82.41671,318.048676,0.4031183818960825
2020-11-04,87.357086,325.156891,0.1414175388492956
2020-11-05,88.068283,331.498322,0.0815042622347052
2020-11-06,87.987373,331.422607,0.0392314367086667
2020-11-09,88.049805,335.587097,0.0736010431189292
2020-11-10,86.920586,335.094971,0.1459820313363227
2020-11-11,87.535889,337.584259,0.1040265662596264
2020-11-12,87.392548,334.309357,0.0512177323943202
2020-11-13,88.750008,338.937744,-0.0011771497344759
2020-11-16,88.967758,343.168549,-0.0244061179331929
2020-11-17,88.406898,341.322845,-0.0399993337605629
2020-11-18,87.239723,337.215118,-0.0037714708678055
2020-11-19,88.095749,338.634796,0.14660860030659
2020-11-20,87.010483,336.315918,0.2735709314616943
2020-11-23,86.644402,338.332031,0.3395874813998869
2020-11-24,88.343468,343.783722,0.3925638878676523
2020-11-25,88.470825,343.253754,0.4576098162396442
2020-11-27,89.557587,344.209686,0.464845085771817
2020-11-30,87.936935,342.685822,0.4955658605150926
2020-12-01,89.802811,346.433838,0.4807310459171379
2020-12-02,91.29361,347.16272,0.496658130134109
2020-12-03,91.23468,347.068115,0.5578037488035297
2020-12-04,91.295609,350.05896,0.5897341738397799
2020-12-07,90.87059,349.339569,0.6480667365182952
2020-12-08,90.824142,350.361908,0.6998111712343391
2020-12-09,89.105103,347.219513,0.7478416730524815
2020-12-10,88.665604,347.105957,0.7829437700530673
2020-12-11,88.987236,346.698883,0.8099329406885892
2020-12-14,87.902969,345.146698,0.8369369811358459
2020-12-15,88.288025,349.812744,0.8634397222950858
2020-12-16,88.049805,350.361908,0.8773938198146521
2020-12-17,87.295662,352.321106,0.8879477777905055
2020-12-18,86.452118,350.914307,0.8921077316706528
2020-12-21,86.869644,349.659576,0.8943731818750719
2020-12-22,86.077049,349.070221,0.8955164857594003
2020-12-23,86.520546,349.383942,0.8960684539007611
2020-12-24,86.843674,350.743225,0.8999064857379013
2020-12-28,88.70356,353.756409,0.8931112201466703
2020-12-29,87.836044,353.081451,0.879554892839045
2020-12-30,86.877136,353.585236,0.8793626521056312
2020-12-31,87.494438,355.381744,0.8736100345166238
2021-01-04,86.313782,350.543579,0.8602409163870491
2021-01-05,86.94706,352.957947,0.8180533885259015
2021-01-06,86.665878,355.068115,0.794309347037509
2021-01-07,89.260925,360.343506,0.7721021153375061
2021-01-08,90.25779,362.396637,0.770629392965894
2021-01-11,88.235588,359.953796,0.7755427181677409
2021-01-12,87.228241,360.029755,0.7773215304230736
2021-01-13,87.620293,360.999329,0.770371053119364
2021-01-14,86.910103,359.735138,0.7639549374965038
2021-01-15,86.710831,357.111664,0.7638624150627122
2021-01-19,89.441216,359.915771,0.7456444594250148
2021-01-20,94.237762,364.896545,0.7375554436828631
2021-01-21,94.455017,365.229218,0.7448470944823103
2021-01-22,94.944458,363.936432,0.7457043387813784
2021-01-25,94.862053,365.371765,0.748022361845661
2021-01-26,95.753036,364.801453,0.7613248912093858
2021-01-27,91.435448,355.885559,0.7651675873270907
2021-01-28,93.049614,358.946259,0.7001920843207312
2021-01-29,91.682671,351.760284,0.6566262728475629
2021-02-01,94.959435,357.615479,0.5033141427207801
2021-02-02,96.265961,362.672241,0.3669697723922743
2021-02-03,103.385857,362.957428,0.3680079638865932
2021-02-04,103.001289,367.082611,0.5466072974087735
2021-02-05,104.780769,368.527496,0.6350197218978938
2021-02-08,104.52655,371.188995,0.7051867078930497
2021-02-09,104.057083,370.941833,0.7554791577856266
2021-02-10,104.64991,370.780243,0.7984068067808687
2021-02-11,104.675385,371.379059,0.8254198536873125
2021-02-12,105.085915,373.213623,0.8475120040322017
2021-02-16,105.974411,372.890381,0.8617024743247933
2021-02-17,106.29454,372.975983,0.8803219011826243
2021-02-18,105.739677,371.388519,0.8958514171799475
2021-02-19,104.937584,370.732727,0.9072956988202624
2021-02-22,103.126648,367.881165,0.913292222764864
2021-02-23,103.425308,368.32785,0.9189308169745324
2021-02-24,104.639427,372.386597,0.922269359183197
2021-02-25,101.452553,363.413666,0.9271231895833996
2021-02-26,101.727242,361.541138,0.9305030577172286
2021-03-01,103.957199,370.304962,0.9350922189590604
2021-03-02,103.674026,367.415405,0.9355598759007566
2021-03-03,101.220322,362.548737,0.9363889133853616
2021-03-04,102.338043,358.062225,0.9348510754808986
2021-03-05,105.307167,364.649414,0.9479029115626992
2021-03-08,101.093468,362.833862,0.9625450692138195
2021-03-09,102.518341,368.014221,0.9669100714509552
2021-03-10,102.634712,370.304962,0.9699831763401102
2021-03-11,105.618317,374.05954,0.971763775777584
2021-03-12,102.978813,374.563324,0.9745673628142782
2021-03-15,103.207054,376.797058,0.9738415347505208
2021-03-16,104.507072,376.321808,0.9722127436654728
2021-03-17,104.435158,377.605011,0.9714634338417432
2021-03-18,101.695274,372.111023,0.970416667559714
2021-03-19,102.043884,371.422455,0.9685011668546776
2021-03-22,101.813637,374.388245,0.9661831641117749
2021-03-23,102.531326,371.441559,0.9617535978874194
2021-03-24,102.136772,369.553314,0.95873997010794
2021-03-25,102.101814,371.632294,0.9577836999377948
2021-03-26,101.661812,377.621094,0.9547391739602868
2021-03-29,102.680656,377.430328,0.9472098234321736
2021-03-30,102.660179,376.428986,0.9343785802299944
2021-03-31,103.313934,377.954895,0.9172024600286904
2021-04-01,106.765999,382.036407,0.8914155690139217
2021-04-05,111.151009,387.519836,0.8669395801201325
2021-04-06,111.111061,387.291016,0.8623491983395014
2021-04-07,112.356148,387.739136,0.8525083595822245
2021-04-08,113.14325,389.579681,0.8604800361567407
2021-04-09,114.164085,392.411926,0.8674886403466244
2021-04-12,112.611359,392.555084,0.8724389458928229
2021-04-13,113.23465,393.718384,0.8694142363613135
2021-04-14,112.613846,392.37384,0.8754703426893458
2021-04-15,114.702477,396.588928,0.8796149069439579
2021-04-16,114.757408,397.914459,0.8944808859776339
2021-04-19,114.989151,395.959534,0.9116628362208712
2021-04-20,114.551147,393.060455,0.911048867738648
2021-04-21,114.534164,396.779663,0.9039881775433324
2021-04-22,113.267113,393.155823,0.8668433062575909
2021-04-23,115.633415,397.418549,0.8599500735036343
2021-04-26,116.204765,398.248199,0.87112735062089
2021-04-27,115.224884,398.162445,0.8821018866835906
2021-04-28,118.860245,398.047974,0.8992524382569954
2021-04-29,121.3564,400.584625,0.902261341619258
2021-04-30,120.369019,397.952606,0.9030259915272976
2021-05-03,119.622375,398.810913,0.9004726755607156
2021-05-04,117.578705,396.350494,0.8935221239321659
2021-05-05,117.703056,396.474487,0.8847093044469231
2021-05-06,118.932159,399.640594,0.8825009763217565
2021-05-07,119.79818,402.549133,0.8903622272782866
2021-05-10,116.949913,398.562958,0.9001915299643017
2021-05-11,115.306793,395.005798,0.907230913954763
2021-05-12,111.826752,386.613892,0.9057689381196494
2021-05-13,112.969948,391.258118,0.8941356691760686
2021-05-14,115.676361,397.265991,0.8919321206694517
2021-05-17,115.938568,396.255127,0.903479943170222
2021-05-18,115.040588,392.841125,0.9092186662333644
2021-05-19,115.304291,391.811188,0.9025131988255032
2021-05-20,117.670593,396.026306,0.8822191156554189
2021-05-21,117.121719,395.702026,0.8766215332781842
2021-05-24,120.196724,399.735901,0.8747549520379864
2021-05-25,120.316582,398.84906,0.8783669574858759
2021-05-26,121.538193,399.640594,0.88285535941991
2021-05-27,119.98896,399.850372,0.8863065980191672
2021-05-28,120.440948,400.565582,0.8897075389329738
2021-06-01,121.352409,400.212769,0.8927761637021282
2021-06-02,120.926392,400.842102,0.8956684353850038
2021-06-03,120.093842,399.354492,0.8963527879248191
2021-06-04,122.448654,403.006836,0.8924612962623867
2021-06-07,123.164345,402.615906,0.8961164212245082
2021-06-08,124.001396,402.701721,0.895624882083952
2021-06-09,124.428406,402.100983,0.8970125639242394
2021-06-10,125.936691,403.970032,0.8979872708277044
2021-06-11,125.553627,404.637634,0.9003856950122475
2021-06-14,126.208382,405.543579,0.9019694480360364
2021-06-15,125.88974,404.799683,0.9038390938796944
2021-06-16,125.553627,402.539581,0.90550376184364
2021-06-17,126.227364,402.406067,0.9062936982451206
2021-06-18,125.424767,396.977478,0.909348842015606
2021-06-21,126.311264,402.660553,0.9208378547131808
2021-06-22,126.855141,404.813324,0.9215274939244306
2021-06-23,126.317757,404.325348,0.9212243981977468
2021-06-24,127.137321,406.717255,0.922588352530058
2021-06-25,126.850655,408.161926,0.9262327814396528
2021-06-28,126.675354,408.984802,0.9277416637226084
2021-06-29,125.875259,409.204834,0.9287178569482776
2021-06-30,125.173561,409.549225,0.9249250688648902
2021-07-01,126.224861,411.816742,0.9254877510414043
2021-07-02,128.572678,414.964508,0.931402761201163
2021-07-06,129.623489,414.208618,0.9387532388993514
2021-07-07,129.929642,415.672455,0.941758849937086
2021-07-08,129.030167,412.285583,0.944747632888452
2021-07-09,129.427216,416.686646,0.9446186252119316
2021-07-12,130.415588,418.179199,0.9516331261163906
2021-07-13,130.845612,416.753632,0.9599457142925772
2021-07-14,131.932373,417.375488,0.9603664165593851
2021-07-15,131.117294,415.949982,0.9600435341199278
2021-07-16,131.695648,412.687378,0.9574415582385856
2021-07-19,129.107086,406.592926,0.9453693709972992
2021-07-20,130.952484,412.419556,0.9369807681568516
2021-07-21,132.449768,415.758606,0.9254571784189702
2021-07-22,133.176956,416.629242,0.9107997883169864
2021-07-23,137.659348,420.915558,0.8743936662420769
2021-07-26,139.485779,421.948792,0.8404988747163578
2021-07-27,136.641006,420.025757,0.8263854567115708
2021-07-28,136.226486,419.853485,0.8194453862341748
2021-07-29,136.3853,421.594818,0.81039342490642
2021-07-30,135.067291,419.547394,0.8045963111369845
2021-08-02,135.83493,418.667145,0.8051395500571459
2021-08-03,136.125092,422.073242,0.8113692575831323
2021-08-04,135.873886,419.997009,0.835022475970581
2021-08-05,136.784348,422.656891,0.8372831144659647
2021-08-06,136.880234,423.355255,0.8553958726690157
2021-08-09,137.845139,423.010803,0.8660117061303558
2021-08-10,137.939529,423.537018,0.8700325593013014
2021-08-11,137.53299,424.589508,0.8729927488443662
2021-08-12,138.232193,425.861908,0.8781052633408726
2021-08-13,138.248688,426.636902,0.8846697695082235
2021-08-16,138.758102,427.64151,0.9009053257413714
2021-08-17,137.14444,424.838226,0.915965491014782
2021-08-18,136.41478,420.188385,0.930490644040994
2021-08-19,136.757874,420.838959,0.9319435081780753
2021-08-20,138.279648,424.187622,0.9358373116570804
2021-08-23,140.939117,427.918976,0.9409030231727896
2021-08-24,142.236633,428.598297,0.930257080945136
2021-08-25,142.787506,429.497589,0.916843820705202
2021-08-26,141.961456,426.962189,0.8601250799248932
2021-08-27,144.3862,430.779694,0.7964760034419276
2021-08-30,145.304153,432.674072,0.7479362934914494
2021-08-31,145.296661,432.03302,0.7540624659668687
2021-09-01,145.676224,432.262665,0.7638353995495056
2021-09-02,144.055069,433.592499,0.7815714709050826
2021-09-03,144.610428,433.487244,0.7721064670440296
2021-09-07,145.353592,431.937347,0.7775058163611478
2021-09-08,144.718811,431.411163,0.7908985357934117
2021-09-09,144.748779,429.564606,0.8123803965291461
2021-09-10,141.759689,426.177734,0.8358012839451492
2021-09-13,143.301926,427.268372,0.8521104298726434
2021-09-14,143.242996,424.962585,0.8667073287841489
2021-09-15,145.040939,428.512177,0.8771313157980792
2021-09-16,144.209396,427.832916,0.8890697477517469
2021-09-17,141.302704,423.665283,0.9016615575443804
2021-09-20,138.858978,416.601074,0.9089012582722068
2021-09-21,139.487762,416.20752,0.9145277930047316
2021-09-22,140.778305,420.267548,0.921739779534745
2021-09-23,141.665298,425.373779,0.9292095719486406
2021-09-24,142.470871,426.074493,0.933726791775272
2021-09-27,141.340164,424.85556,0.9366348974417492
2021-09-28,136.029205,416.293915,0.9372083345312656
2021-09-29,134.368088,416.994598,0.932395687456084
2021-09-30,133.114029,411.897919,0.9263932061796236
2021-10-01,136.307388,416.792999,0.9190229870553004
2021-10-04,133.612961,411.41803,0.9119948598520332
2021-10-05,136.022217,415.698822,0.9003929218938637
2021-10-06,137.197876,417.426483,0.8895323997712767
2021-10-07,139.027298,421.0354,0.8798476708864322
2021-10-08,139.896805,420.267548,0.8722386248327649
2021-10-11,138.689682,417.224915,0.8726583420495498
2021-10-12,136.557602,416.197968,0.8705575772313148
2021-10-13,137.743256,417.695221,0.8515733724933795
2021-10-14,141.251266,424.7211,0.8354142157042047
2021-10-15,141.513962,427.955688,0.8358032443402418
2021-10-18,142.798004,429.222656,0.8308610953976884
2021-10-19,143.658524,432.534088,0.8365023508110716
2021-10-20,142.253113,434.232971,0.8366653750183075
2021-10-21,142.61821,435.36554,0.8272867070516586
2021-10-22,138.467438,434.914459,0.8295572010025889
2021-10-25,138.61525,437.246796,0.8054286466004479
2021-10-26,139.513245,437.64032,0.7946861207022587
2021-10-27,146.261063,435.701508,0.7736438301533735
2021-10-28,145.962906,439.905548,0.7774479738915581
2021-10-29,148.101959,440.798187,0.7315598893103502
2021-11-01,143.61058,441.556458,0.7175192610379892
2021-11-02,145.697205,443.341675,0.6678490896744959
2021-11-03,146.623138,446.04837,0.6119142022702482
2021-11-04,148.513992,448.150391,0.5568068094836385
2021-11-05,149.071365,449.705292,0.5021036606845354
2021-11-08,149.181732,450.089264,0.4105358862564986
2021-11-09,149.078857,448.601532,0.3478266980132449
2021-11-10,146.459351,444.992584,0.3186337832735587
2021-11-11,146.581192,445.136566,0.3107846098883488
2021-11-12,149.475403,448.495911,0.2884565474575198
2021-11-15,149.218201,448.649445,0.2746322095060837
2021-11-16,148.906555,450.42514,0.2822220373003197
2021-11-17,148.892563,449.330994,0.2815068495443335
2021-11-18,150.537689,450.857086,0.3331988590077694
2021-11-19,149.782059,450.050903,0.3991787340123618
2021-11-22,146.911331,448.783844,0.487901855680612
2021-11-23,146.590195,449.379028,0.5987991459970496
2021-11-24,146.550735,450.578735,0.661448222024367
2021-11-26,142.643677,440.529419,0.7239814150210695
2021-11-29,145.947922,445.933228,0.7644029460226726
2021-11-30,142.29007,437.25647,0.7958593370817834
2021-12-01,141.457031,432.399719,0.8113876322975313
2021-12-02,143.613083,439.022461,0.8257488236344952
2021-12-03,142.35849,435.202454,0.8352886058314946
2021-12-06,143.633041,440.356659,0.8235091850319577
2021-12-07,147.868225,449.465332,0.8093635381311529
2021-12-08,148.551453,450.655518,0.7947015959402078
2021-12-09,147.937653,447.612885,0.7929548980355479
2021-12-10,148.506012,451.826508,0.79721663698047
2021-12-13,146.53775,447.824066,0.7956477411847247
2021-12-14,144.805725,444.743011,0.7968581137182856
2021-12-15,147.200989,451.6922,0.8056946283443674
2021-12-16,144.673874,447.708893,0.8049315076630167
2021-12-17,142.640671,442.94397,0.8056667753314559
2021-12-20,142.239639,438.233917,0.8061886552658919
2021-12-21,144.05658,446.016541,0.8190401170386227
2021-12-22,146.781967,450.476135,0.8289491913436662
2021-12-23,146.97525,453.279053,0.8391606573045186
2021-12-27,147.895691,459.693939,0.8490715361770473
2021-12-28,146.28154,459.318237,0.8388583794040575
2021-12-29,146.337982,459.905853,0.8279284415559659
2021-12-30,145.836548,458.634399,0.8125384713257006
2021-12-31,144.51506,457.478546,0.7928247665585284
2022-01-03,144.909592,460.12735,0.7766133783518342
2022-01-04,144.25235,459.973236,0.7538470814767545
2022-01-05,137.49704,451.140808,0.7333747632583063
2022-01-06,137.394653,450.716949,0.7666683600855072
2022-01-07,136.84877,448.935059,0.794187139788402
2022-01-10,138.416489,448.376373,0.7997164991733449
2022-01-11,139.858353,452.460358,0.7995134833918206
2022-01-12,141.486984,453.683594,0.8014473035918781
2022-01-13,138.972855,447.432434,0.8070008850382744
2022-01-14,139.627609,447.615509,0.8130975937359368
2022-01-18,136.135574,439.688354,0.8120959814805307
2022-01-19,135.497803,435.122833,0.8228612001620266
2022-01-20,133.354752,430.306824,0.8319470031299935
2022-01-21,129.944122,421.859619,0.8429796542724167
2022-01-24,130.223801,423.651184,0.8569970119655221
2022-01-25,126.591438,418.478821,0.8699406318387632
2022-01-26,129.093109,417.429016,0.8917814441522177
2022-01-27,128.974228,415.367676,0.901008728972506
2022-01-28,133.138,425.683563,0.9074250843918996
2022-01-31,135.544266,433.350586,0.917215736428614
2022-02-01,137.721771,436.278687,0.9280912768779148
2022-02-02,147.868225,440.516724,0.9322439862989528
2022-02-03,142.488358,430.162384,0.9418884957334288
2022-02-04,142.853439,432.185059,0.9535494324448932
2022-02-07,138.780075,430.798065,0.9621494355237292
2022-02-08,139.054764,434.342621,0.9614676967911666
2022-02-09,141.292221,440.699738,0.957124220711704
2022-02-10,138.444946,432.782288,0.9433939314950934
2022-02-11,133.977539,424.248352,0.9241878346667844
2022-02-14,135.14621,422.861389,0.9035860454466128
2022-02-15,136.270432,429.680786,0.8834946914943673
2022-02-16,137.331223,430.162384,0.8611005964104
2022-02-17,132.158112,420.973541,0.8436268175379674
2022-02-18,130.319199,418.247681,0.8250571154441321
2022-02-22,129.255417,413.759216,0.7939007786705689
